Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Panda Lamian,китайский ресторан,Кафе; Доставка готовых блюд,"проспект Мангилик Ел, 17",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+05:00,4.7,1100,87088886000,,,,,,,https://instagram.com/pandalamian_kz,,,https://wa.me/77088886000,,,,,,51.117253,71.433902,https://2gis.com/firm/70000001080430209,branch
Гол+Пас,спорт-бар,Кафе; Бары,"проспект Кабанбай батыр, 48/5",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-01:00,+05:00,4.3,283,87057115016,87172252388,,golpas@golpas.com,,http://golpas.cafe,,https://instagram.com/golpas_sportbars,,,,,,,,,51.111696,71.4121,https://2gis.com/firm/70000001046697568,branch
SF,,Кафе; Доставка готовых блюд; Суши-бары; Быстрое питание; Пиццерии; Рестораны,"улица Жанибека Тархана, 6Б",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,10240,87777888888 (служба доставки: круглосуточно ),,,,,http://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiqktXI58H8AhUFAOYKHYmJAioYABAAGgJscg&ae=2&ohost=www.google.com&cid=CAESbeD2Lf143FgohFV3PI-KUqoaZbjThLcGjR7USFHROf_6gGz-DnMwfLkhsTf3QqSOplVmqs6YCBh-7dxCM9UY1JyGXKlsSUUNIGTEmyvuPbEwMapm1aRYltdqXZ48qr3Dd-a_LdIw4CiY6V2sJNI&sig=AOD64_2Bf44LbvjYABR-PbBvUZPmqNMIew&q&adurl&ved=2ahUKEwioxs7I58H8AhUMx4sKHSmcDxoQ0Qx6BAgHEAE&nis=8&dct=1,,https://instagram.com/sf.qaz,,,https://wa.me/77777888888,,,,,https://youtube.com/@sf-2077,51.15992,71.444708,https://2gis.com/firm/70000001033384570,branch
Еда Города,сеть кафе домашней кухни,Кафе,"улица Балкантау, 187",1 этаж,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.1,231,87051002133,,,director@edagoroda.kz,,http://edagoroda.kz,,https://instagram.com/edagoroda_kz,,,https://wa.me/77051002133,,,,,,51.13309,71.475486,https://2gis.com/firm/70000001040771712,branch
Balyq Bar,,Кафе; Бары,"улица Анатолий Храпатый, 3",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+05:00,4.5,24,87018883272,,,,,,,https://instagram.com/balyq_bar_astana,,,https://wa.me/77018883272,,,,,,51.115838,71.455869,https://2gis.com/firm/70000001084544256,branch
Гол+Пас,спорт-бар,Кафе; Бары,"улица Алихан Бокейхан, 6",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-01:00,+05:00,4.4,198,87172515793,87073040019,,golpas@golpas.com,,http://golpas.cafe,,https://instagram.com/golpas_sportbars,,,https://wa.me/77073040019,,,,,,51.117006,71.438142,https://2gis.com/firm/70000001021562902,branch
Изюм Premium,кафе,Кафе; Доставка готовых блюд,"улица Алихан Бокейхан, 11а",,,Заречное ж/м,Есиль район,Астана,,Астана,Казахстан,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+05:00,4.3,54,87024089382,,,,,,,https://instagram.com/izum_premium,,,https://wa.me/77024089382,,,,,,51.104172,71.434601,https://2gis.com/firm/70000001080250012,branch
La Vina Cakes ,кондитерская по изготовлению испанского чизкейка и тортов  ,Кафе; Кондитерские изделия; Кофейни,"улица Достык, 13",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,4.1,33,87022461631,,,,,http://www.lavinacake.com,,https://instagram.com/lavina_cakes,,,https://wa.me/77753124918,,,,,,51.127215,71.432225,https://2gis.com/firm/70000001065513862,branch
Malako Cafe,,Кафе; Бары,"улица Керей-Жанибек хандар, 50",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-01:00; Сб: 09:00-01:00; Вс: 09:00-24:00,+05:00,4.2,141,87789662548,,,,,,,https://instagram.com/malako_lounge,,,https://wa.me/77789662548,,,,,,51.104729,71.451673,https://2gis.com/firm/70000001059669416,branch
Лепим и варим,пельменная,Кафе,"улица Достык, 9",3 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.7,425,87071807400,,,,,http://lepimivarim.ru,,https://instagram.com/lepimivarim_kz,,,https://wa.me/77071807400,,,,,,51.127971,71.424594,https://2gis.com/firm/70000001052438340,branch
Штаб,лаундж-бар,Кафе; Бары,"проспект Кабанбай батыр, 38/3",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 16:00-04:00; Вт: 16:00-04:00; Ср: 16:00-04:00; Чт: 16:00-04:00; Пт: 16:00-04:00; Сб: 16:00-04:00; Вс: 16:00-04:00,+05:00,4.4,22,87764448388,,,,,,,https://instagram.com/shtab_ns,,,https://wa.me/77764448388,,,,,,51.123216,71.416277,https://2gis.com/firm/70000001075454933,branch
TOOMAN,лаундж-бар,Кафе; Бары,"проспект Кабанбай батыр, 13/4",,,,Нура район,Астана,,Астана,Казахстан,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-02:00,+05:00,4.3,680,87479903033,,,,,,,https://instagram.com/tooman.nst,,,https://wa.me/77479903033,,,,,,51.137883,71.412707,https://2gis.com/firm/70000001055508095,branch
Огонёк,шашлычная,Кафе; Доставка готовых блюд; Пиццерии; Бары,"проспект Магжана Жумабаева, 34/7",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 11:00-23:30; Вт: 11:00-23:30; Ср: 11:00-23:30; Чт: 11:00-23:30; Пт: 11:00-23:30; Сб: 11:00-23:30; Вс: 11:00-23:30 (санитарный день: вт 12:00-15:00; служба доставки: пн-вс круглосуточно),+05:00,4.4,2329,87052018999 (служба бронирования столов),87779991891 (служба доставки ),,_aziat_@inbox.ru,,http://www.ogn.kz,,https://instagram.com/ogonek_astana,https://facebook.com/899317470238699,,https://wa.me/77779991893,,,,,,51.135893,71.492912,https://2gis.com/firm/70000001058733667,branch
BIG Мятный,лаундж-бар,Кафе; Бары; Караоке-залы,"улица Сарайшык, 5г",1 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.0,1208,87057156626,,,,,http://bigmyata.2gis.biz,,https://instagram.com/big.myata,,,https://wa.me/77057156626,,,,,,51.136134,71.420785,https://2gis.com/firm/70000001065550238,branch
Pipes,лаундж-бар,Кафе; Бары,"улица Шамши Калдаяков, 3",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-02:00,+05:00,5.0,31,87020518148,,,,,,,https://instagram.com/pipes_lounge_astana,,,https://wa.me/77020518148,,,,,,51.119022,71.457796,https://2gis.com/firm/70000001082519883,branch
Гол+Пас,спорт-бар,Кафе; Бары,"проспект Бауыржан Момышулы, 2в",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 13:00-02:00; Вт: 13:00-02:00; Ср: 13:00-02:00; Чт: 13:00-02:00; Пт: 13:00-02:00; Сб: 13:00-02:00; Вс: 13:00-02:00,+05:00,4.4,135,87084251571,87783306859,,golpas@golpas.com,,http://golpas.cafe,,https://instagram.com/golpas_sportbars,,,https://wa.me/77084251571,,,,,,51.133463,71.460182,https://2gis.com/firm/70000001063936465,branch
Okadzaki.kz,кафе,Кафе; Доставка готовых блюд; Суши-бары; Пиццерии; Быстрое питание,"улица Сыганак, 15",,,,Нура район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.3,1620,87058095076 (кафе),,,okadzaki.kz@mail.ru,,http://okadzaki.kz,,https://instagram.com/okadzaki.kz,,,https://wa.me/77058095076,,,,https://t.me/+77773333333,,51.130161,71.383213,https://2gis.com/firm/70000001057548497,branch
Botanika by Feelka,кафе,Кафе; Доставка готовых блюд; Суши-бары; Пиццерии,"улица Акмешит, 13",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,4.3,753,87780030760 (служба доставки),87022696924 (служба бронирования столиков),,,,,,https://instagram.com/feelka_botanika,,,https://wa.me/77022696924,,,,,,51.112116,71.421943,https://2gis.com/firm/70000001062365844,branch
SF,,Кафе; Быстрое питание; Суши-бары; Доставка готовых блюд; Пиццерии,"улица Достык, 10",2 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-01:00; Вт: 10:00-01:00; Ср: 10:00-01:00; Чт: 10:00-01:00; Пт: 10:00-01:00; Сб: 10:00-01:00; Вс: 10:00-01:00,+05:00,4.3,950,87777888888 (служба доставки: круглосуточно ),,,,,http://shaurma-food.kz,,https://instagram.com/sf.qaz,,,https://wa.me/77777888888,,,,,https://youtube.com/@sf-2077,51.126111,71.423083,https://2gis.com/firm/70000001067180824,branch
Додо Пицца,пиццерия,Кафе; Пиццерии; Доставка готовых блюд; Быстрое питание,"проспект Тауелсиздик, 39",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+05:00,4.6,977,87719444004 (единый номер клиентской поддержки и приема заказов),,,feedback@dodopizza.kz,,http://dodopizza.onelink.me/G5bV/2gis,,https://instagram.com/dodopizza_astana,,https://vk.com/dodoastana,,,,,,,51.136237,71.466345,https://2gis.com/firm/70000001041482006,branch
Okadzaki.kz,кафе,Кафе; Доставка готовых блюд; Суши-бары; Пиццерии; Быстрое питание,"проспект Абая, 59",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.1,1997,87084251745 (кафе),87172251745 (кафе),,okadzaki.kz@mail.ru,,http://okadzaki.kz,,https://instagram.com/okadzaki.kz,,,https://wa.me/77084251745,,,,https://t.me/+77773333333,,51.169715,71.436112,https://2gis.com/firm/70000001041803543,branch
55 park lane,кафе,Кафе,"проспект Туран, 24",3 этаж,,,Нура район,Астана,,Астана,Казахстан,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+05:00,4.4,184,87025556100,,,,,,,https://instagram.com/55parklane,,,https://wa.me/77025556100,,,,,,51.138245,71.410126,https://2gis.com/firm/70000001030607531,branch
ШашлыкоFF,гриль-бар,Кафе; Бары; Доставка готовых блюд; Караоке-залы; Пиццерии; Суши-бары; Быстрое питание,"улица Мухтара Ауэзова, 43",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-04:00; Сб: 12:00-04:00; Вс: 12:00-02:00,+05:00,4.4,2290,87172315747 (служба бронирования),87475431313 (служба бронирования),87475554343 (служба доставки),,,http://evgeniyvolkov.com/pano/shashlikoff2/index.html,,https://instagram.com/shashlikoff_kz,https://facebook.com/shashlikoffAstana,https://vk.com/shashlikoff_kz,https://wa.me/77475431313,,,,,,51.180937,71.420139,https://2gis.com/firm/70000001019630846,branch
Meat&Beer,,Кафе; Бары,"улица Сауран, 10в",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 17:00-02:00; Вт: 17:00-02:00; Ср: 17:00-02:00; Чт: 17:00-02:00; Пт: 17:00-02:00; Сб: 12:00-02:00; Вс: 12:00-02:00,+05:00,4.8,831,87003387777,,,,,http://mbastana.taplink.ws,,https://instagram.com/mb.astana,,,https://wa.me/77003387777,,,,,,51.119885,71.420748,https://2gis.com/firm/70000001054750280,branch
Гамарджоба,кафе грузинской кухни,Кафе,"шоссе Коргалжын, 13/2",цокольный этаж,,,Нура район,Астана,,Астана,Казахстан,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+05:00,4.1,236,87051032568,87758340997,,,,,,https://instagram.com/gamardzhoba.astana,,,https://wa.me/77051032568,,,,,,51.147777,71.384127,https://2gis.com/firm/70000001033123184,branch
Sunday cafe,,Кафе; Доставка готовых блюд,"улица Динмухамед Конаев, 12/2",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+05:00,4.3,144,87085360960,87172755277,,,,http://sunday.kamiqr.com/menu/basic/list,,https://instagram.com/sunday_astana,,,https://wa.me/77085360960,,,,https://t.me/+77085360960,,51.129813,71.425297,https://2gis.com/firm/70000001077487856,branch
Гол+Пас,спорт-бар,Кафе; Бары,"проспект Мангилик Ел, 35","1, 2 этаж",,,Есиль район,Астана,,Астана,Казахстан,Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-01:00,+05:00,4.4,275,87172251819,87073040292,,golpas@golpas.com,,http://golpas.cafe,,https://instagram.com/golpas_sportbars,,,https://wa.me/77073040292,,,,,,51.105287,71.429493,https://2gis.com/firm/70000001031346349,branch
BIG Мятный,лаундж-бар,Кафе; Бары,"проспект Кабанбай батыр, 11",,,,Нура район,Астана,,Астана,Казахстан,Пн: 09:00-06:00; Вт: 09:00-06:00; Ср: 09:00-06:00; Чт: 09:00-06:00; Пт: 09:00-06:00; Сб: 09:00-06:00; Вс: 09:00-06:00,+05:00,4.7,194,87025649900,,,,,http://bigmyata.kz/info,,https://instagram.com/pub.bigmyata,,,https://wa.me/77025649900,,,,,,51.139865,71.414831,https://2gis.com/firm/70000001078779362,branch
La Creme,кафе-кондитерская,Кафе; Кофейни; Кондитерские изделия; Доставка готовых блюд,"улица Сыганак, 17Б",,,,Нура район,Астана,,Астана,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,4.3,227,87783035052,,,astanacake@gmail.com,,http://lacreme.kz,,https://instagram.com/la_creme_astana,,,https://wa.me/77783035052,,,,,,51.130269,71.390216,https://2gis.com/firm/70000001055559869,branch
Meat&Beer,,Кафе; Бары; Доставка готовых блюд,"проспект Мангилик Ел, 54",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 17:00-02:00; Вт: 17:00-02:00; Ср: 17:00-02:00; Чт: 17:00-02:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-02:00,+05:00,4.8,1420,87753387777,,,,,http://mbastana.taplink.ws,,https://instagram.com/mb.astana,,,https://wa.me/77753387777,,,,,,51.089252,71.425479,https://2gis.com/firm/70000001037966780,branch
